"id","has_settlement","allegation_count","complaint_category"
"27814","0","11","Operation/Personnel Violations"
"28024","0","12","Use Of Force"
"28493","0","12","Operation/Personnel Violations"
"28565","0","6","False Arrest"
"28754","0","13","Operation/Personnel Violations"
"28898","0","7","Operation/Personnel Violations"
"29281","0","2","Operation/Personnel Violations"
"29318","0","1","Operation/Personnel Violations"
"30070","0","15","Use Of Force"
"30166","0","38","Operation/Personnel Violations"
"30548","0","4","Illegal Search"
"30678","0","4","Operation/Personnel Violations"
"30910","0","14","Operation/Personnel Violations"
"31113","0","1","Use Of Force"
"31119","1","104","Illegal Search"
"31119","1","104","Illegal Search"
"31355","0","8","Operation/Personnel Violations"
"31551","0","35","Illegal Search"
"31822","0","3","Illegal Search"
"32076","0","16","Illegal Search"
"32252","0","14","Illegal Search"
"112","0","3","Operation/Personnel Violations"
"113","0","10","Operation/Personnel Violations"
"155","0","2","Operation/Personnel Violations"
"167","0","2","False Arrest"
"385","0","37","Operation/Personnel Violations"
"736","0","20","Lockup Procedures"
"831","0","2","Use Of Force"
"1042","0","9","Traffic"
"1599","0","9","Operation/Personnel Violations"
"1882","0","19","Lockup Procedures"
"2175","0","7","Verbal Abuse"
"2364","0","8","Operation/Personnel Violations"
"2400","0","65","Use Of Force"
"2403","0","20","Operation/Personnel Violations"
"2672","0","6","Illegal Search"
"2878","0","26","Operation/Personnel Violations"
"3324","0","4","Conduct Unbecoming (Off-Duty)"
"4131","0","11","Operation/Personnel Violations"
"5172","0","1","Operation/Personnel Violations"
"5579","0","7","Use Of Force"
"5915","0","25","Use Of Force"
"5918","0","5","Operation/Personnel Violations"
"6351","0","28","Operation/Personnel Violations"
"6605","0","32","Operation/Personnel Violations"
"7010","0","17","Operation/Personnel Violations"
"7139","0","28","Operation/Personnel Violations"
"8187","0","9","Operation/Personnel Violations"
"8421","0","19","Use Of Force"
"8438","0","33","Operation/Personnel Violations"
"9156","0","3","Operation/Personnel Violations"
"9228","0","2","Use Of Force"
"9348","0","4","Operation/Personnel Violations"
"9526","1","6","Operation/Personnel Violations"
"9852","0","7","Illegal Search"
"10166","0","56","Operation/Personnel Violations"
"10168","1","5","Operation/Personnel Violations"
"10182","0","8","False Arrest"
"10388","0","2","Criminal Misconduct"
"10428","0","20","Use Of Force"
"10875","0","7","Supervisory Responsibilities"
"11009","0","4","Operation/Personnel Violations"
"11846","0","1","Lockup Procedures"
"12073","0","3","Illegal Search"
"12272","0","9","Operation/Personnel Violations"
"12730","0","16","Operation/Personnel Violations"
"12799","0","7","Operation/Personnel Violations"
"12809","0","7","Operation/Personnel Violations"
"12878","0","2","Operation/Personnel Violations"
"13521","0","6","Operation/Personnel Violations"
"13926","0","15","Operation/Personnel Violations"
"13960","0","16","Operation/Personnel Violations"
"14043","0","13","Operation/Personnel Violations"
"14232","0","8","Operation/Personnel Violations"
"14284","0","9","Operation/Personnel Violations"
"14443","0","13","Use Of Force"
"14578","0","1","Conduct Unbecoming (Off-Duty)"
"15579","0","9","Operation/Personnel Violations"
"16127","0","1","Operation/Personnel Violations"
"16243","0","13","Operation/Personnel Violations"
"17219","0","18","Operation/Personnel Violations"
"17802","0","2","Lockup Procedures"
"18093","0","7","Operation/Personnel Violations"
"18096","0","2","Criminal Misconduct"
"18274","0","17","Use Of Force"
"19259","0","29","Use Of Force"
"19274","0","20","Operation/Personnel Violations"
"19441","0","2","Illegal Search"
"19471","0","1","Operation/Personnel Violations"
"20856","0","6","Operation/Personnel Violations"
"20996","0","1","Lockup Procedures"
"21042","0","2","Operation/Personnel Violations"
"21244","0","3","Operation/Personnel Violations"
"21293","0","54","Use Of Force"
"21302","0","10","Illegal Search"
"21455","0","11","Illegal Search"
"22172","0","24","Operation/Personnel Violations"
"22252","0","10","Operation/Personnel Violations"
"24403","0","33","Use Of Force"
"24597","0","26","Illegal Search"
"25126","0","33","Operation/Personnel Violations"
"25645","0","4","Operation/Personnel Violations"
"26209","1","23","Illegal Search"
"27038","0","5","Bribery / Official Corruption"
"27413","0","2","Illegal Search"
"27424","0","6","Drug / Alcohol Abuse"
"27443","0","1","Conduct Unbecoming (Off-Duty)"
"28001","0","4","Criminal Misconduct"
"28126","0","1","Illegal Search"
"28583","0","4","Traffic"
"28773","0","6","False Arrest"
"28817","0","8","Illegal Search"
"28922","0","18","Operation/Personnel Violations"
"29510","0","2","Operation/Personnel Violations"
"29754","0","1","Supervisory Responsibilities"
"29853","0","3","Conduct Unbecoming (Off-Duty)"
"30120","0","3","Domestic"
"30248","1","4","Illegal Search"
"30639","0","17","Use Of Force"
"30806","0","1","Use Of Force"
"30892","0","2","Operation/Personnel Violations"
"30939","0","14","Operation/Personnel Violations"
"31143","0","1","Illegal Search"
"31251","0","22","Use Of Force"
"31418","0","3","False Arrest"
"31667","0","2","Domestic"
"31777","0","18","Use Of Force"
"32188","0","27","Operation/Personnel Violations"
"237","0","19","Domestic"
"241","0","29","Operation/Personnel Violations"
"588","0","22","Operation/Personnel Violations"
"1547","0","25","Operation/Personnel Violations"
"1636","0","2","Illegal Search"
"2278","0","2","Lockup Procedures"
"2660","0","6","Operation/Personnel Violations"
"2882","0","1","Operation/Personnel Violations"
"3158","0","6","Lockup Procedures"
"3484","0","10","Operation/Personnel Violations"
"3491","0","9","Operation/Personnel Violations"
"4028","0","2","Operation/Personnel Violations"
"4220","0","33","Operation/Personnel Violations"
"4684","0","6","Lockup Procedures"
"4798","0","16","Operation/Personnel Violations"
"5025","0","4","Conduct Unbecoming (Off-Duty)"
"5213","0","5","Operation/Personnel Violations"
"5343","0","11","Use Of Force"
"5364","0","2","Operation/Personnel Violations"
"6044","0","1","Operation/Personnel Violations"
"6136","0","7","Operation/Personnel Violations"
"6479","0","2","Operation/Personnel Violations"
"6614","0","6","Use Of Force"
"6635","0","3","Criminal Misconduct"
"6676","0","1","Operation/Personnel Violations"
"6690","0","11","Operation/Personnel Violations"
"7325","0","6","Operation/Personnel Violations"
"7819","0","5","Criminal Misconduct"
"7911","0","4","Use Of Force"
"8320","0","2","Domestic"
"8801","0","6","Operation/Personnel Violations"
"9270","0","1","Operation/Personnel Violations"
"10000","0","8","Operation/Personnel Violations"
"11101","0","11","Operation/Personnel Violations"
"11148","0","7","Operation/Personnel Violations"
"11222","0","24","Operation/Personnel Violations"
"11393","0","3","Conduct Unbecoming (Off-Duty)"
"11419","0","14","Operation/Personnel Violations"
"11700","0","1","Illegal Search"
"12237","0","8","Operation/Personnel Violations"
"12863","0","2","Bribery / Official Corruption"
"13207","0","19","Operation/Personnel Violations"
"13230","0","2","Operation/Personnel Violations"
"13286","0","7","Operation/Personnel Violations"
"13859","0","8","Illegal Search"
"14851","0","5","Operation/Personnel Violations"
"15424","0","23","Operation/Personnel Violations"
"15552","0","34","Illegal Search"
"15692","0","3","Lockup Procedures"
"16063","0","5","Illegal Search"
"16511","0","45","Operation/Personnel Violations"
"16591","0","3","Operation/Personnel Violations"
"17502","0","17","Illegal Search"
"17605","0","10","Illegal Search"
"17919","0","1","Verbal Abuse"
"18197","0","5","Operation/Personnel Violations"
"18553","0","16","Operation/Personnel Violations"
"18742","0","5","Operation/Personnel Violations"
"19182","0","8","Domestic"
"20424","0","2","Operation/Personnel Violations"
"20443","0","3","Use Of Force"
"20590","0","1","Bribery / Official Corruption"
"21000","0","3","Operation/Personnel Violations"
"21885","0","23","Operation/Personnel Violations"
"22331","0","9","Operation/Personnel Violations"
"22556","0","8","Illegal Search"
"22833","0","3","Use Of Force"
"23952","0","38","Illegal Search"
"24541","0","14","Operation/Personnel Violations"
"25004","0","1","Operation/Personnel Violations"
"25046","0","2","Operation/Personnel Violations"
"25351","0","9","Operation/Personnel Violations"
"25361","0","2","Illegal Search"
"25408","0","5","Use Of Force"
"25472","0","9","Conduct Unbecoming (Off-Duty)"
"25936","0","11","Operation/Personnel Violations"
"26296","0","35","Use Of Force"
"26345","0","2","Lockup Procedures"
"26605","0","8","Conduct Unbecoming (Off-Duty)"
"26717","0","5","Operation/Personnel Violations"
"27263","0","13","Use Of Force"
"27573","0","4","Operation/Personnel Violations"
"27890","0","9","Operation/Personnel Violations"
"27906","0","5","Illegal Search"
"28298","0","11","Illegal Search"
"28395","0","16","Use Of Force"
"28871","0","34","False Arrest"
"28900","0","3","Operation/Personnel Violations"
"28945","0","4","Operation/Personnel Violations"
"29434","0","2","Illegal Search"
"29520","0","25","Operation/Personnel Violations"
"29548","0","7","Criminal Misconduct"
"29860","0","10","Operation/Personnel Violations"
"29970","0","6","Operation/Personnel Violations"
"30414","0","19","Operation/Personnel Violations"
"30649","0","14","Operation/Personnel Violations"
"31025","0","1","Drug / Alcohol Abuse"
"31312","0","1","Operation/Personnel Violations"
"31855","0","16","Illegal Search"
"32043","0","13","Lockup Procedures"
"32057","0","12","Illegal Search"
"32109","0","7","Operation/Personnel Violations"
"32352","0","38","Illegal Search"
"32431","0","14","Illegal Search"
"198","0","20","Operation/Personnel Violations"
"330","0","2","Lockup Procedures"
"530","0","6","Illegal Search"
"1211","0","17","Operation/Personnel Violations"
"1241","0","9","Operation/Personnel Violations"
"1338","0","2","Use Of Force"
"1640","0","1","Criminal Misconduct"
"1905","0","12","Operation/Personnel Violations"
"2489","0","2","Illegal Search"
"2535","0","6","False Arrest"
"2612","0","15","Operation/Personnel Violations"
"2681","0","4","Operation/Personnel Violations"
"2966","0","9","Use Of Force"
"3930","0","14","Illegal Search"
"4187","1","2","Illegal Search"
"4206","0","2","Conduct Unbecoming (Off-Duty)"
"4277","0","9","Traffic"
"4480","0","5","Illegal Search"
"4935","0","6","Operation/Personnel Violations"
"5279","0","2","Conduct Unbecoming (Off-Duty)"
"5287","0","2","Operation/Personnel Violations"
"5396","0","9","Operation/Personnel Violations"
"6086","0","6","Traffic"
"6226","0","5","Illegal Search"
"6313","0","32","Use Of Force"
"6678","0","67","Illegal Search"
"6809","0","1","Operation/Personnel Violations"
"7148","0","3","Operation/Personnel Violations"
"7392","0","2","False Arrest"
"7499","0","8","Operation/Personnel Violations"
"7616","0","4","Operation/Personnel Violations"
"7996","0","9","Operation/Personnel Violations"
"8104","0","20","Use Of Force"
"8254","0","1","Use Of Force"
"8264","0","8","Operation/Personnel Violations"
"8965","0","6","Domestic"
"9969","0","1","Operation/Personnel Violations"
"10287","0","13","Operation/Personnel Violations"
"10321","0","21","Illegal Search"
"10624","0","19","Operation/Personnel Violations"
"10924","0","6","Operation/Personnel Violations"
"11037","0","2","Supervisory Responsibilities"
"11143","0","5","Operation/Personnel Violations"
"11441","0","30","Operation/Personnel Violations"
"12047","1","14","Illegal Search"
"12558","0","41","Use Of Force"
"12929","0","4","Use Of Force"
"12952","0","6","Operation/Personnel Violations"
"13075","0","8","Operation/Personnel Violations"
"13091","0","17","Use Of Force"
"13185","0","3","Operation/Personnel Violations"
"13391","1","91","Use Of Force"
"13679","0","6","Use Of Force"
"13733","0","1","Bribery / Official Corruption"
"14297","0","4","Operation/Personnel Violations"
"16372","0","4","Operation/Personnel Violations"
"16443","0","23","Use Of Force"
"16710","0","44","Use Of Force"
"16860","0","11","Illegal Search"
"17458","0","14","Illegal Search"
"17898","0","2","Operation/Personnel Violations"
"17969","0","5","Operation/Personnel Violations"
"18038","0","1","Operation/Personnel Violations"
"18266","1","57","Illegal Search"
"18552","0","2","Illegal Search"
"19073","0","8","Operation/Personnel Violations"
"19098","0","13","Operation/Personnel Violations"
"19252","0","5","Operation/Personnel Violations"
"19437","0","1","Lockup Procedures"
"19566","0","2","Operation/Personnel Violations"
"19853","1","4","Operation/Personnel Violations"
"19978","0","2","Use Of Force"
"19984","0","8","Use Of Force"
"20249","0","13","Operation/Personnel Violations"
"20314","0","6","Illegal Search"
"20611","0","2","Illegal Search"
"21541","0","37","Illegal Search"
"22306","0","3","Operation/Personnel Violations"
"22346","0","1","Bribery / Official Corruption"
"22392","0","12","False Arrest"
"22483","0","2","Operation/Personnel Violations"
"22734","0","23","Traffic"
"22774","0","5","Operation/Personnel Violations"
"23008","0","7","Illegal Search"
"23253","0","41","Operation/Personnel Violations"
"23742","0","6","Operation/Personnel Violations"
"24070","0","4","Operation/Personnel Violations"
"24147","0","3","Operation/Personnel Violations"
"25023","0","10","Use Of Force"
"25486","0","11","Operation/Personnel Violations"
"25607","0","1","Use Of Force"
"25799","0","88","Illegal Search"
"25801","0","6","Illegal Search"
"26477","0","13","Operation/Personnel Violations"
"26608","0","28","Operation/Personnel Violations"
"26738","0","4","Operation/Personnel Violations"
"26827","0","2","Conduct Unbecoming (Off-Duty)"
"27024","0","4","Lockup Procedures"
"27250","0","5","Operation/Personnel Violations"
"27940","0","16","Operation/Personnel Violations"
"28312","0","1","Traffic"
"28365","0","3","Operation/Personnel Violations"
"28686","0","3","Operation/Personnel Violations"
"28701","0","2","Use Of Force"
"29580","0","4","Operation/Personnel Violations"
"29588","0","9","Illegal Search"
"29863","0","5","Illegal Search"
"30157","0","11","Operation/Personnel Violations"
"30242","0","5","Use Of Force"
"31454","0","3","Operation/Personnel Violations"
"31908","0","26","Illegal Search"
"32049","0","13","Illegal Search"
"32382","0","20","Use Of Force"
"32442","0","21","Illegal Search"
"130","0","19","Operation/Personnel Violations"
"196","0","12","Use Of Force"
"486","0","3","Domestic"
"487","0","15","Use Of Force"
"823","0","13","Use Of Force"
"932","0","7","Illegal Search"
"1050","0","1","Use Of Force"
"1059","0","4","Operation/Personnel Violations"
"1152","0","3","Domestic"
"1157","0","13","Operation/Personnel Violations"
"1403","0","1","Operation/Personnel Violations"
"1428","0","2","Operation/Personnel Violations"
"1972","0","7","Operation/Personnel Violations"
"2277","0","12","Lockup Procedures"
"2282","0","6","Operation/Personnel Violations"
"2439","0","20","Operation/Personnel Violations"
